0.2697 	 0.5337 	 0.5587 	 0.0009 	 -1246.3247 	 11.0000 
0.2506 	 0.5072 	 0.5000 	 0.0000 	 -1246.3907 	 13.0000 
0.2571 	 0.5272 	 0.5000 	 0.0311 	 -1246.2751 	 7.0000 
1.5720 	 5.9551 	 0.5000 	 0.6300 	 -1237.3196 	 10.0000 
0.5733 	 0.9956 	 2.4082 	 0.0033 	 -1247.0576 	 17.0000 
0.2638 	 0.5180 	 0.5000 	 0.0000 	 -1246.3660 	 19.0000 
0.2533 	 0.4901 	 0.5001 	 0.0000 	 -1246.6554 	 9.0000 
0.2936 	 0.5575 	 0.6866 	 0.0001 	 -1246.6293 	 12.0000 
0.2567 	 0.5164 	 0.5000 	 0.0031 	 -1246.4828 	 15.0000 
0.4983 	 0.7624 	 1.3118 	 0.0537 	 -1247.3536 	 38.0000 
1.2093 	 1.9689 	 6.0387 	 0.2119 	 -1246.5847 	 6.0000 
0.4210 	 0.7154 	 1.6409 	 0.0007 	 -1247.6205 	 35.0000 
0.3999 	 0.7105 	 1.2635 	 0.0000 	 -1246.8430 	 25.0000 
0.2541 	 0.5078 	 0.5000 	 0.0013 	 -1246.4473 	 21.0000 
0.5375 	 1.0074 	 2.2245 	 0.0019 	 -1247.2619 	 27.0000 
1.1000 	 2.1126 	 7.2246 	 0.0473 	 -1247.7097 	 32.0000 
0.7605 	 1.3335 	 4.0133 	 0.0001 	 -1247.5295 	 28.0000 
0.5270 	 0.9564 	 2.3094 	 0.0014 	 -1247.1292 	 31.0000 
0.2656 	 0.5360 	 0.5308 	 0.0191 	 -1246.4059 	 20.0000 
1.9655 	 6.9184 	 1.4327 	 0.6222 	 -1237.3931 	 2.0000 
1.6868 	 6.4261 	 0.5984 	 0.6348 	 -1237.3461 	 24.0000 
0.6123 	 1.0711 	 2.8781 	 0.0010 	 -1247.2785 	 40.0000 
1.9888 	 6.9411 	 1.2368 	 0.6325 	 -1237.3434 	 1.0000 
1.5437 	 5.3108 	 0.5000 	 0.6237 	 -1237.4364 	 23.0000 
0.2502 	 0.5025 	 0.5000 	 0.0000 	 -1246.3521 	 43.0000 
2.1839 	 7.1984 	 1.5824 	 0.6310 	 -1237.3136 	 16.0000 
0.2942 	 0.5477 	 0.6456 	 0.0001 	 -1246.4466 	 36.0000 
0.2841 	 0.5397 	 0.6308 	 0.0000 	 -1246.3373 	 8.0000 
0.2557 	 0.5141 	 0.5000 	 0.0025 	 -1246.4889 	 41.0000 
0.6376 	 1.1227 	 2.9882 	 0.0038 	 -1247.1157 	 46.0000 
0.2971 	 0.5679 	 0.6705 	 0.0096 	 -1246.4466 	 42.0000 
1.6812 	 6.5909 	 0.5254 	 0.6366 	 -1237.2902 	 37.0000 
1.8620 	 6.4733 	 1.1050 	 0.6289 	 -1237.3764 	 22.0000 
0.3848 	 0.7956 	 0.8163 	 0.1688 	 -1245.5855 	 18.0000 
1.9090 	 6.6870 	 1.0479 	 0.6291 	 -1237.3302 	 26.0000 
0.2583 	 0.5149 	 0.5000 	 0.0005 	 -1246.3536 	 14.0000 
0.6671 	 1.1957 	 3.4389 	 0.0000 	 -1247.2009 	 29.0000 
0.2769 	 0.5610 	 0.5000 	 0.0530 	 -1246.0152 	 50.0000 
0.2895 	 0.5484 	 0.6146 	 0.0005 	 -1246.2114 	 33.0000 
0.2725 	 0.5605 	 0.6235 	 0.0003 	 -1246.4641 	 39.0000 
0.6301 	 1.0450 	 3.0819 	 0.0007 	 -1247.4008 	 34.0000 
0.6318 	 1.1485 	 2.9987 	 0.0459 	 -1246.9457 	 47.0000 
1.1156 	 1.9384 	 6.6781 	 0.0711 	 -1247.0655 	 45.0000 
0.8448 	 1.5078 	 5.5540 	 0.0001 	 -1247.6340 	 49.0000 
1.4667 	 2.5672 	 11.3129 	 0.0000 	 -1248.0157 	 3.0000 
2.5917 	 8.4013 	 2.5788 	 0.6326 	 -1237.3658 	 4.0000 
1.9678 	 7.0084 	 1.3282 	 0.6308 	 -1237.3850 	 5.0000 
1.5956 	 5.7283 	 0.5000 	 0.6290 	 -1237.3500 	 44.0000 
0.4717 	 0.9312 	 0.9194 	 0.2177 	 -1245.0954 	 30.0000 
0.8060 	 1.4286 	 3.9333 	 0.0634 	 -1246.9702 	 48.0000 
