31.6016 	 0.9819 	 214.5644 	 0.0001 	 -1049.4765 	 1.0000 
23.7916 	 0.6890 	 150.0156 	 0.0000 	 -1048.9432 	 4.0000 
34.9891 	 1.1369 	 240.8551 	 0.0002 	 -1049.6062 	 32.0000 
16.7099 	 0.4379 	 94.4166 	 0.0016 	 -1049.1367 	 22.0000 
16.7239 	 0.3768 	 88.4035 	 0.0111 	 -1049.2412 	 39.0000 
14.6946 	 0.3528 	 77.6123 	 0.0080 	 -1048.9204 	 14.0000 
0.0507 	 11.4458 	 9.1051 	 0.1801 	 -982.0006 	 16.0000 
14.3769 	 0.3368 	 75.3929 	 0.0044 	 -1048.8413 	 11.0000 
0.0593 	 12.9304 	 10.7786 	 0.1888 	 -981.9809 	 38.0000 
0.0530 	 12.5058 	 9.8208 	 0.1916 	 -981.8795 	 31.0000 
14.0893 	 0.3306 	 73.6507 	 0.0080 	 -1048.9907 	 25.0000 
19.2927 	 0.3807 	 99.0228 	 0.0591 	 -1050.3635 	 28.0000 
13.8061 	 0.2912 	 68.2393 	 0.0203 	 -1049.2836 	 30.0000 
0.0863 	 14.8488 	 15.5768 	 0.1797 	 -982.2954 	 33.0000 
13.0190 	 0.3177 	 69.3503 	 0.0000 	 -1048.9066 	 29.0000 
13.6455 	 0.3190 	 70.5970 	 0.0047 	 -1048.8744 	 21.0000 
5.6433 	 10.2205 	 28.1020 	 0.0000 	 -946.4913 	 45.0000 
4.3340 	 7.9459 	 17.8721 	 0.0079 	 -946.6155 	 48.0000 
12.5557 	 0.2602 	 60.3379 	 0.0203 	 -1049.2982 	 41.0000 
12.8187 	 0.2681 	 63.9497 	 0.0199 	 -1049.5353 	 24.0000 
0.0368 	 11.0880 	 6.7835 	 0.1969 	 -982.0166 	 27.0000 
17.5226 	 34.9998 	 126.4094 	 0.0443 	 -954.1015 	 49.0000 
5.4462 	 9.6932 	 25.0549 	 0.0050 	 -946.1513 	 2.0000 
8.3435 	 14.6605 	 50.8892 	 0.0000 	 -947.9009 	 37.0000 
5.5374 	 9.9453 	 26.5753 	 0.0001 	 -946.4557 	 7.0000 
5.8718 	 10.4398 	 28.7319 	 0.0000 	 -946.3372 	 17.0000 
24.6609 	 0.6535 	 147.5576 	 0.0188 	 -1049.8777 	 9.0000 
4.8984 	 8.7619 	 21.8898 	 0.0006 	 -946.3853 	 40.0000 
4.2980 	 10.0315 	 9.5270 	 0.1618 	 -943.0224 	 43.0000 
5.4185 	 9.6515 	 25.5765 	 0.0000 	 -946.2764 	 35.0000 
0.0754 	 13.8959 	 13.5021 	 0.1809 	 -982.1576 	 10.0000 
5.5292 	 9.8092 	 26.1103 	 0.0002 	 -946.4194 	 46.0000 
3.8099 	 9.4715 	 6.4012 	 0.1813 	 -942.9137 	 13.0000 
18.2416 	 32.9887 	 137.4584 	 0.0341 	 -953.5851 	 26.0000 
3.9162 	 9.5872 	 7.1340 	 0.1773 	 -942.9435 	 20.0000 
5.6477 	 10.2673 	 27.6736 	 0.0009 	 -946.3092 	 3.0000 
35.0000 	 1.1604 	 248.3346 	 0.0020 	 -1049.6090 	 34.0000 
5.3930 	 11.0225 	 17.9490 	 0.1109 	 -944.0273 	 18.0000 
5.6658 	 10.0213 	 27.1732 	 0.0001 	 -946.3985 	 6.0000 
3.6135 	 8.9419 	 5.7935 	 0.1805 	 -942.9173 	 23.0000 
4.0370 	 9.5990 	 8.2812 	 0.1646 	 -942.9899 	 36.0000 
3.7364 	 9.5544 	 6.0287 	 0.1846 	 -942.9976 	 19.0000 
3.6709 	 8.0563 	 9.9934 	 0.1168 	 -944.1819 	 42.0000 
3.8093 	 9.0856 	 6.9642 	 0.1706 	 -942.9723 	 5.0000 
3.8533 	 9.5281 	 6.6137 	 0.1830 	 -942.9688 	 47.0000 
3.7768 	 9.1591 	 6.5512 	 0.1762 	 -942.9309 	 44.0000 
5.0329 	 9.3824 	 21.2569 	 0.0342 	 -945.5277 	 8.0000 
4.2849 	 9.9527 	 9.4343 	 0.1613 	 -943.0050 	 50.0000 
5.6925 	 12.8545 	 17.5805 	 0.1482 	 -943.9071 	 12.0000 
3.8131 	 9.1190 	 6.8508 	 0.1716 	 -942.9387 	 15.0000 
