4.3979 	 0.0474 	 11.1756 	 -1040.1589 	 41.0000 
2.6260 	 4.3873 	 5.7008 	 -921.2476 	 1.0000 
6.6250 	 0.0929 	 21.6188 	 -1038.9766 	 17.0000 
3.4655 	 5.8846 	 10.1958 	 -920.3010 	 16.0000 
3.3447 	 5.6281 	 9.4199 	 -920.3668 	 37.0000 
9.7771 	 0.1711 	 38.6308 	 -1038.7448 	 49.0000 
3.3264 	 5.5955 	 9.2895 	 -920.3206 	 46.0000 
0.0706 	 6.4429 	 10.2119 	 -963.2435 	 20.0000 
0.0826 	 7.0350 	 11.8805 	 -963.0294 	 45.0000 
3.3222 	 5.5694 	 9.2826 	 -920.4139 	 42.0000 
3.5616 	 6.0740 	 10.8364 	 -920.3657 	 11.0000 
3.1994 	 5.3997 	 8.5983 	 -920.3468 	 44.0000 
3.7141 	 6.1564 	 11.2481 	 -920.3940 	 34.0000 
3.4508 	 5.8598 	 10.0529 	 -920.2406 	 38.0000 
17.2542 	 0.3912 	 83.9328 	 -1039.8386 	 14.0000 
6.7995 	 0.0961 	 22.3089 	 -1038.8245 	 39.0000 
3.2402 	 5.5149 	 8.9991 	 -920.2478 	 13.0000 
6.9873 	 0.0986 	 23.1918 	 -1039.0324 	 31.0000 
3.4105 	 5.7547 	 9.7370 	 -920.2939 	 15.0000 
3.2735 	 5.6002 	 9.2816 	 -920.3367 	 40.0000 
3.6245 	 6.1608 	 11.0092 	 -920.4531 	 12.0000 
3.3453 	 5.6926 	 9.5712 	 -920.1829 	 18.0000 
8.0740 	 0.1240 	 29.0030 	 -1038.7348 	 35.0000 
3.1019 	 5.2491 	 8.2245 	 -920.4221 	 47.0000 
3.3332 	 5.6683 	 9.4429 	 -920.3643 	 36.0000 
3.5170 	 5.9440 	 10.3867 	 -920.5216 	 43.0000 
3.3566 	 5.6545 	 9.6055 	 -920.3995 	 10.0000 
3.4647 	 5.8790 	 9.9931 	 -920.3352 	 50.0000 
3.2973 	 5.5413 	 9.1831 	 -920.2653 	 8.0000 
3.4900 	 5.7813 	 10.0303 	 -920.2622 	 48.0000 
3.3027 	 5.5091 	 9.0982 	 -920.4860 	 19.0000 
3.4908 	 5.8391 	 10.2083 	 -920.3923 	 9.0000 
3.1500 	 5.2539 	 8.3030 	 -920.2819 	 33.0000 
3.5214 	 5.9296 	 10.4260 	 -920.2974 	 5.0000 
3.1742 	 5.4351 	 8.7082 	 -920.2674 	 7.0000 
3.4913 	 5.8838 	 10.2724 	 -920.3656 	 2.0000 
3.4894 	 5.9509 	 10.3137 	 -920.4004 	 32.0000 
3.3391 	 5.7061 	 9.5067 	 -920.2909 	 3.0000 
3.1559 	 5.3179 	 8.4946 	 -920.2239 	 6.0000 
3.5480 	 6.0498 	 10.7262 	 -920.2909 	 4.0000 
3.1717 	 5.4869 	 8.9834 	 -920.5445 	 24.0000 
3.2065 	 5.4577 	 8.8051 	 -920.3703 	 30.0000 
12.7711 	 0.2438 	 55.8465 	 -1039.2700 	 22.0000 
0.1195 	 8.5598 	 17.0411 	 -963.6476 	 29.0000 
3.4405 	 5.8260 	 10.0527 	 -920.3289 	 21.0000 
0.0841 	 6.9964 	 12.1714 	 -963.2209 	 23.0000 
3.4898 	 5.8763 	 10.1940 	 -920.3424 	 28.0000 
3.4100 	 5.8004 	 9.8884 	 -920.2912 	 26.0000 
3.2164 	 5.4606 	 8.8741 	 -920.3346 	 25.0000 
3.3078 	 5.5914 	 9.2799 	 -920.4964 	 27.0000 
