27.9816 	 29.1822 	 870.6051 	 -1240.4593 	 7.0000 
25.7749 	 27.0269 	 807.7962 	 -1240.3999 	 9.0000 
18.9684 	 16.7045 	 512.5686 	 -1240.1747 	 1.0000 
12.5575 	 13.8303 	 381.8186 	 -1240.2787 	 26.0000 
12.6907 	 12.2173 	 334.1572 	 -1240.0904 	 11.0000 
14.9531 	 14.9704 	 424.4927 	 -1240.1400 	 14.0000 
22.0239 	 21.5253 	 654.9813 	 -1240.2207 	 31.0000 
11.6128 	 12.1351 	 336.5987 	 -1240.3036 	 29.0000 
17.3407 	 16.1778 	 480.4747 	 -1240.1488 	 19.0000 
15.3100 	 16.1274 	 454.8722 	 -1240.0437 	 22.0000 
14.4462 	 14.4674 	 400.6237 	 -1240.2131 	 15.0000 
12.6655 	 12.0091 	 333.5945 	 -1240.1735 	 16.0000 
13.8695 	 14.0720 	 389.3726 	 -1240.0363 	 10.0000 
17.5199 	 16.4086 	 476.8351 	 -1240.1111 	 40.0000 
9.9913 	 9.7349 	 270.8844 	 -1240.3270 	 20.0000 
14.4239 	 13.7382 	 397.0280 	 -1240.0661 	 3.0000 
18.6960 	 18.9058 	 550.1992 	 -1240.0382 	 28.0000 
21.5504 	 22.3076 	 670.0774 	 -1240.2653 	 25.0000 
15.4283 	 14.9723 	 430.4432 	 -1240.1958 	 18.0000 
14.5499 	 13.0903 	 392.7602 	 -1240.3129 	 13.0000 
17.3780 	 16.6275 	 496.8724 	 -1240.1808 	 27.0000 
15.8055 	 14.6195 	 433.6349 	 -1240.2288 	 32.0000 
10.7977 	 10.3656 	 272.5611 	 -1240.3521 	 45.0000 
14.8878 	 14.3372 	 411.0420 	 -1240.0888 	 38.0000 
13.1463 	 12.5467 	 358.7902 	 -1240.2148 	 2.0000 
15.9933 	 15.0798 	 447.6777 	 -1240.1753 	 12.0000 
16.3060 	 17.6677 	 484.2507 	 -1240.1378 	 17.0000 
9.8479 	 9.3793 	 244.9635 	 -1240.4493 	 39.0000 
17.0888 	 17.9105 	 505.6947 	 -1240.0868 	 37.0000 
16.5160 	 16.2469 	 460.2852 	 -1240.0817 	 21.0000 
7.8120 	 7.9337 	 187.6384 	 -1240.6948 	 8.0000 
11.6832 	 11.3545 	 298.0617 	 -1240.0530 	 6.0000 
0.9358 	 1.0328 	 8.4938 	 -1246.2281 	 30.0000 
10.5650 	 10.4816 	 270.7486 	 -1240.1718 	 44.0000 
14.8468 	 14.8474 	 407.1123 	 -1240.2915 	 48.0000 
12.5125 	 12.4219 	 344.7825 	 -1240.1787 	 23.0000 
10.9044 	 10.5460 	 281.3788 	 -1240.3213 	 46.0000 
5.3750 	 5.1804 	 109.0087 	 -1241.3261 	 47.0000 
8.2936 	 8.0701 	 200.1887 	 -1240.4508 	 50.0000 
14.2342 	 13.6327 	 391.5346 	 -1240.1153 	 4.0000 
16.1521 	 16.6007 	 498.6830 	 -1240.2094 	 42.0000 
9.5848 	 9.4883 	 241.2239 	 -1240.5512 	 24.0000 
20.3447 	 19.7412 	 570.9829 	 -1240.2158 	 41.0000 
9.9718 	 8.9113 	 233.4630 	 -1240.4679 	 49.0000 
34.9891 	 34.9891 	 1136.7937 	 -1240.7890 	 43.0000 
11.7045 	 11.4298 	 306.3270 	 -1240.1830 	 35.0000 
15.0248 	 14.8155 	 416.6380 	 -1240.0660 	 5.0000 
13.8354 	 13.3103 	 370.3615 	 -1240.1903 	 36.0000 
16.0109 	 15.8160 	 448.9138 	 -1240.0371 	 34.0000 
11.5256 	 11.7189 	 303.1803 	 -1240.2391 	 33.0000 
