18.3637 	 31.3157 	 69.1232 	 -949.1059 	 4.0000 
5.3634 	 9.5118 	 12.5271 	 -952.9435 	 14.0000 
20.8635 	 35.0000 	 80.9864 	 -949.1694 	 11.0000 
14.9534 	 25.3263 	 52.4923 	 -949.3430 	 2.0000 
20.6590 	 35.0000 	 80.5276 	 -949.1276 	 3.0000 
21.0034 	 35.0000 	 81.4987 	 -949.1132 	 22.0000 
18.5553 	 31.6681 	 70.4992 	 -949.1633 	 9.0000 
20.5902 	 34.9999 	 80.3250 	 -949.0902 	 5.0000 
20.2830 	 34.3448 	 78.2413 	 -949.1702 	 23.0000 
10.0528 	 17.1181 	 30.8094 	 -950.2053 	 1.0000 
14.0995 	 24.3208 	 49.3432 	 -949.3681 	 10.0000 
20.2588 	 34.9146 	 79.3891 	 -949.0753 	 8.0000 
12.2108 	 20.8634 	 40.0313 	 -949.6695 	 12.0000 
19.1797 	 32.1784 	 72.8687 	 -949.0744 	 16.0000 
19.6624 	 32.8091 	 74.3967 	 -949.0540 	 13.0000 
14.2159 	 24.3618 	 49.5906 	 -949.2956 	 19.0000 
11.7101 	 19.8046 	 37.7698 	 -949.7805 	 24.0000 
11.7778 	 20.1730 	 38.0041 	 -949.8714 	 15.0000 
19.4319 	 32.4430 	 73.3432 	 -949.1226 	 6.0000 
20.7585 	 34.8891 	 80.0938 	 -949.1537 	 46.0000 
20.7790 	 35.0000 	 80.8470 	 -949.1069 	 33.0000 
15.3593 	 25.9620 	 54.0871 	 -949.3213 	 47.0000 
20.7797 	 35.0000 	 80.4382 	 -948.9981 	 32.0000 
18.1893 	 30.5380 	 67.5083 	 -949.0476 	 41.0000 
12.6406 	 21.4262 	 41.7581 	 -949.6550 	 35.0000 
15.7182 	 26.7230 	 56.0281 	 -949.2512 	 48.0000 
10.2464 	 17.6005 	 31.5604 	 -950.0518 	 31.0000 
20.7226 	 34.9992 	 80.8146 	 -949.1114 	 18.0000 
18.6143 	 31.4568 	 70.2693 	 -949.1294 	 43.0000 
9.5532 	 16.3593 	 28.1190 	 -950.3224 	 44.0000 
11.3687 	 19.6869 	 37.2092 	 -949.9090 	 20.0000 
20.8506 	 35.0000 	 80.2628 	 -949.1414 	 27.0000 
14.2848 	 24.1236 	 49.6231 	 -949.5333 	 29.0000 
17.4839 	 29.4228 	 64.1617 	 -949.2231 	 37.0000 
10.4389 	 18.0829 	 32.5468 	 -950.1288 	 30.0000 
19.1254 	 32.5487 	 72.8300 	 -948.9563 	 25.0000 
21.0305 	 34.9893 	 81.1562 	 -949.1046 	 50.0000 
18.5246 	 31.2739 	 69.5514 	 -949.0954 	 17.0000 
9.2305 	 15.8198 	 26.8485 	 -950.4770 	 7.0000 
15.7044 	 26.1923 	 55.3901 	 -949.4418 	 42.0000 
16.6788 	 28.2268 	 58.9997 	 -949.3968 	 39.0000 
19.8445 	 33.5532 	 76.4966 	 -949.0385 	 45.0000 
17.5764 	 29.8858 	 65.7350 	 -949.1890 	 26.0000 
15.1522 	 25.4338 	 52.3033 	 -949.5183 	 40.0000 
19.7337 	 33.6822 	 75.5978 	 -949.1429 	 38.0000 
10.8664 	 18.6138 	 34.1438 	 -949.8970 	 21.0000 
9.1094 	 15.7736 	 27.0465 	 -950.5924 	 34.0000 
4.6832 	 8.4344 	 10.4617 	 -953.9980 	 28.0000 
17.2928 	 29.2318 	 63.2538 	 -949.2325 	 49.0000 
10.7167 	 19.3845 	 34.6808 	 -950.1429 	 36.0000 
